"source_id";"type";"reg_number";"category";"homebase";"max_pax";"yom";"operator"
"258";"Learjet 31";"N331N";"Light";"KTVC";"7.0";"1990.0";"Air Services, Inc."
"259";"Citation CJ1";"EC-MPN";"Light";"LFPB";"6.0";"2000.0";"AIR TAXI & CHARTER INTERNATIONAL"
"260";"Citation CJ2";"EC-NAR";"Light";"LFPB";"6.0";"2004.0";"AIR TAXI & CHARTER INTERNATIONAL"
"261";"BE-95-B55";"N33MN";"Turbo-prop";"KSFB";"3.0";"1995.0";"Air Unlimited"
"262";"Citation CJ3";"N651CG";"Light";"KSFB";"8.0";"2006.0";"Air Unlimited"
"263";"King Air 200";"N84PC";"Turbo-prop";"KSFB";"7.0";"1981.0";"Air Unlimited"
"264";"King Air 200";"N991SU";"Turbo-prop";"KSFB";"7.0";"1977.0";"Air Unlimited"
"265";"King Air C90A";"C-FLOR";"Turbo-prop";"CYVR";"6.0";"1999.0";"Air West Charters"
"266";"Challenger 850";"00-000";"Heavy";"LIML";"13.0";"0.0";"AirX"
"267";"Challenger 850";"9H-AMY";"Heavy";"LZIB";"13.0";"2007.0";"AirX"
"268";"Challenger 850";"9H-BOO";"Heavy";"LZIB";"15.0";"2008.0";"AirX"
"269";"Challenger 850";"9H-CLG";"Heavy";"LZIB";"12.0";"2008.0";"AirX"
"270";"Challenger 850";"9H-JAD";"Heavy";"LZIB";"16.0";"2007.0";"AirX"
"271";"Challenger 850";"9H-JOY";"Heavy";"LZIB";"15.0";"2002.0";"AirX"
"272";"Challenger 850";"9H-YOU";"Heavy";"LZIB";"16.0";"2008.0";"AirX"
"273";"Challenger 850";"D-AJOY";"Heavy";"LZIB";"13.0";"2008.0";"AirX"
"274";"Citation X";"D-BEAR";"Medium";"LZIB";"7.0";"2002.0";"AirX"
"275";"Citation X";"D-BEEP";"Medium";"LZIB";"7.0";"2000.0";"AirX"
"276";"Citation X";"D-BOOC";"Medium";"LZIB";"8.0";"2007.0";"AirX"
"277";"Citation X";"D-BUZZ";"Medium";"LZIB";"8.0";"2007.0";"AirX"
"278";"Legacy 600";"9H-JPC";"Heavy";"LZIB";"13.0";"2007.0";"AirX"
"279";"Legacy 600";"9H-WFC";"Heavy";"LZIB";"13.0";"2007.0";"AirX"
"280";"Airbus 340 VIP";"9H-BIG";"Heavy";"EGSS";"100.0";"2002.0";"Air X VIP Airliners"
"281";"Boeing 737-500 VIP";"9H-YES";"Heavy";"EGSS";"56.0";"1991.0";"Air X VIP Airliners"
"282";"Embraer Lineage 1000";"9H-FAB";"Heavy";"EGSS";"19.0";"2012.0";"Air X VIP Airliners"
"283";"Embraer Lineage 1000";"9H-FCM";"Heavy";"EGSS";"19.0";"2013.0";"Air X VIP Airliners"
"284";"Embraer Lineage 1000";"9H-NYC";"Heavy";"EGSS";"19.0";"2010.0";"Air X VIP Airliners"
"285";"Agusta A109S Grand";"I-ESPA";"Helicopter twin engine";"LIML";"6.0";"2009.0";"Air-Dynamic"
"286";"Agusta A109S Grand";"I-ESPI";"Helicopter twin engine";"LIRA";"6.0";"2010.0";"Air-Dynamic"
"287";"King Air B200";"HB-GJI";"Turbo-prop";"LSGS";"8.0";"1979.0";"Air-Glaciers S.A"
"288";"Cessna 406";"D-IATE";"Turbo-prop";"EDDV";"9.0";"1986.0";"Air-Taxi Europe Gmbh"
"289";"Diamond DA42 Twin Star";"D-GBBB";"Turbo-prop";"EDVE";"2.0";"2005.0";"Air-Taxi Europe Gmbh"
"290";"Citation Bravo";"OM-ATN";"Light";"LZIB";"8.0";"2002.0";"Air-Transport Europe"
"291";"Eurocopter AS355-N";"OM-ATH";"Helicopter twin engine";"LZTT";"4.0";"1981.0";"Air-Transport Europe"
"292";"Phenom 300E";"VH-UYX";"Light";"YSBK";"9.0";"2019.0";"Aircharter Network"
"293";"Beechjet 400A";"N41FD";"Light";"KPIT";"8.0";"2000.0";"Aircraft Management Group, Inc."
"294";"Citation Latitude";"N275BS";"Medium";"KPIT";"9.0";"2015.0";"Aircraft Management Group, Inc."
"295";"Citation XLS+";"N824DM";"Light";"KPIT";"8.0";"2011.0";"Aircraft Management Group, Inc."
"296";"Hawker 400XP";"N100FN";"Light";"KPIT";"8.0";"2008.0";"Aircraft Management Group, Inc."
"297";"Hawker 400XP";"N303TC";"Light";"KPIT";"8.0";"2006.0";"Aircraft Management Group, Inc."
"298";"Hawker 400XP";"N731GW";"Light";"KPIT";"8.0";"2006.0";"Aircraft Management Group, Inc."
"299";"Hawker 800XP";"N804JM";"Medium";"KPIT";"9.0";"2000.0";"Aircraft Management Group, Inc."
"300";"Hawker 900XP";"N144UV";"Medium";"KPIT";"8.0";"2011.0";"Aircraft Management Group, Inc."
"301";"Citation CJ4";"N2020";"Light";"KTEB";"8.0";"2019.0";"Aircraft Services Group, Inc."
"302";"Falcon 2000";"N112FJ";"Heavy";"KTEB";"10.0";"2000.0";"Aircraft Services Group, Inc."
"303";"Falcon 900EX";"N551AD";"Heavy";"KHPN";"14.0";"1997.0";"Aircraft Services Group, Inc."
"304";"Gulfstream G-200";"N318JF";"Medium";"KHPN";"9.0";"2004.0";"Aircraft Services Group, Inc."
"305";"Gulfstream G-200";"N329PK";"Medium";"KFRG";"9.0";"2004.0";"Aircraft Services Group, Inc."
"306";"Gulfstream G-200";"N645PM";"Medium";"KHPN";"9.0";"2004.0";"Aircraft Services Group, Inc."
"307";"Gulfstream G-200";"N765MS";"Medium";"KHPN";"9.0";"2008.0";"Aircraft Services Group, Inc."
"308";"Gulfstream G-400";"N176MG";"Heavy";"KTEB";"12.0";"2002.0";"Aircraft Services Group, Inc."
"309";"Hawker 800XP";"N171TR";"Medium";"KHPN";"8.0";"2005.0";"Aircraft Services Group, Inc."
"310";"Hawker 800XP";"N212RG";"Medium";"KTEB";"8.0";"2004.0";"Aircraft Services Group, Inc."
"311";"Hawker 800XP";"N417TM";"Medium";"KTEB";"8.0";"2004.0";"Aircraft Services Group, Inc."
"312";"Hawker 800XP";"N609RC";"Medium";"KTEB";"8.0";"2005.0";"Aircraft Services Group, Inc."
"313";"Hawker 850XP";"N780RE";"Medium";"KTEB";"8.0";"2006.0";"Aircraft Services Group, Inc."
"314";"Hawker 850XP";"N921PK";"Medium";"KTEB";"9.0";"2006.0";"Aircraft Services Group, Inc."
"315";"King Air 300";"N54YC";"Turbo-prop";"KTEB";"7.0";"1991.0";"Aircraft Services Group, Inc."
"316";"Legacy 600";"N224LD";"Heavy";"KTEB";"13.0";"2006.0";"Aircraft Services Group, Inc."
"317";"Legacy 600";"N580ML";"Heavy";"KBUR";"12.0";"2007.0";"Aircraft Services Group, Inc."
"318";"Piaggio Avanti";"D-IJET";"Light";"LFMN";"7.0";"2002.0";"AirGO Private Airline GmbHВ "
"319";"Piaggio Avanti";"D-IZZY";"Light";"LFMV";"7.0";"2000.0";"AirGO Private Airline GmbH"
"320";"Piaggio Avanti II";"D-INKY";"Light";"LFMN";"7.0";"2008.0";"AirGO Private Airline GmbH"
"321";"Piaggio Avanti II";"D-IPPY";"Light";"LFPB";"6.0";"2018.0";"AirGO Private Airline GmbH"
"322";"Citation CJ3";"CS-DIY";"Light";"LPCS";"7.0";"2007.0";"AIRJETSUL Private Aviation"
"323";"Citation VII";"CS-DGR";"Medium";"LPCS";"9.0";"1994.0";"AIRJETSUL Private Aviation"
"324";"Learjet 45XR";"CS-TFQ";"Light";"LPCS";"9.0";"2006.0";"AIRJETSUL Private Aviation"
"325";"Legacy 650";"UP-EM008";"Heavy";"UAAA";"14.0";"2012.0";"Airline Comlux-KZ LLC"
"326";"Citation Bravo";"OE-GAL";"Light";"LOWS";"7.0";"2001.0";"Airlink"
"327";"Citation M2";"N883MT";"Light";"KSUZ";"6.0";"2015.0";"AirResource Charter LLC"
"328";"King Air B200";"N87CF";"Turbo-prop";"KLIT";"8.0";"1983.0";"AirResource Charter LLC"
"329";"Beechjet 400A";"N498AS";"Light";"KAAO";"7.0";"2003.0";"Airshare"
"330";"Challenger 300";"N609LS";"Medium";"KIXD";"9.0";"2006.0";"Airshare"
"331";"Challenger 300";"N960GR";"Medium";"KBUF";"8.0";"2005.0";"Airshare"
"332";"Citation X+";"N817WH";"Medium";"KFTW";"9.0";"2017.0";"Airshare"
"333";"Citation XLS";"N1853";"Light";"KFTW";"7.0";"2004.0";"Airshare"
"334";"Citation XLS";"N315VE";"Light";"KFTW";"8.0";"2008.0";"Airshare"
"335";"Citation XLS";"N32KM";"Light";"KFTW";"9.0";"2008.0";"Airshare"
"336";"Citation XLS";"N817BZ";"Light";"KFTW";"9.0";"2007.0";"Airshare"
"337";"Hawker 4000";"N400MR";"Medium";"KAAO";"10.0";"2009.0";"Airshare"
"338";"Hawker 4000";"N729JF";"Medium";"KAAO";"10.0";"2009.0";"Airshare"
"339";"King Air 350";"N450CK";"Turbo-prop";"KDAL";"9.0";"2013.0";"Airshare"
"340";"King Air 350i";"N497AS";"Turbo-prop";"KRVS";"7.0";"1999.0";"Airshare"
"341";"King Air C90B";"N387AS";"Turbo-prop";"KAAO";"7.0";"1995.0";"Airshare"
"342";"Learjet 45XR";"N256TT";"Light";"KMAF";"9.0";"2008.0";"Airshare"
"343";"Learjet 45XR";"N961AS";"Light";"KBUF";"8.0";"2009.0";"Airshare"
"344";"Legacy 500";"N117NE";"Medium";"KADS";"9.0";"2015.0";"Airshare"
"345";"Legacy 500";"N806DE";"Medium";"KFTW";"9.0";"2016.0";"Airshare"
"346";"Phenom 100";"N639AS";"Light";"KFTW";"6.0";"2009.0";"Airshare"
"347";"Phenom 100";"N647AS";"Light";"KMKC";"5.0";"2009.0";"Airshare"
"348";"Phenom 100";"N665AS";"Light";"KICT";"6.0";"2009.0";"Airshare"
"349";"Phenom 100E";"N1315D";"Light";"KIXD";"6.0";"2017.0";"Airshare"
"350";"Phenom 300";"N324AS";"Light";"KMKC";"9.0";"2018.0";"Airshare"
"351";"Beechjet 400A";"OK-IMO";"Light";"LKPR";"8.0";"2001.0";"Airstream a.s."
"352";"Beechjet 400A";"OK-PMI";"Light";"LKPR";"8.0";"1997.0";"Airstream a.s."
"353";"Piper Meridian";"N462M";"Turbo-prop";"KMEV";"5.0";"2011.0";"AirTahoe LLC"
"354";"King Air 200";"LN-BAA";"Turbo-prop";"ENGM";"12.0";"1989.0";"Airwing AS GARDERMOEN"
"355";"Learjet 45XR";"LN-AWB";"Light";"ENGM";"9.0";"2002.0";"Airwing AS GARDERMOEN"
"356";"Challenger 300";"N517WZ";"Medium";"KSGJ";"9.0";"2006.0";"AirX America"
"357";"Citation X";"N713FL";"Medium";"KVNY";"8.0";"1999.0";"AirX America"
"358";"Challenger 604";"HB-JRQ";"Heavy";"LSGG";"12.0";"2007.0";"Albinati Aeronautics"
"359";"Citation Latitude";"9H-AOA";"Medium";"LSZG";"7.0";"2017.0";"Albinati Aeronautics"
"360";"Falcon 8X";"HB-JWX";"Heavy";"LSGG";"8.0";"2017.0";"Albinati Aeronautics"
"361";"Global 6000";"I-PFLY";"Heavy";"LIML";"10.0";"2015.0";"Albinati Aeronautics"
"362";"Global Express XRS";"HB-JII";"Heavy";"LSGG";"10.0";"2010.0";"Albinati Aeronautics"
"363";"Citation X";"N199XP";"Medium";"KSNA";"8.0";"1997.0";"Alerion Aviation"
"364";"Citation X";"N527NP";"Medium";"KPBI";"8.0";"2004.0";"Alerion Aviation"
"365";"Falcon 900B";"N874VT";"Heavy";"KPBI";"14.0";"1997.0";"Alerion Aviation"
"366";"Gulfstream G-200";"N929GA";"Medium";"KILG";"9.0";"2001.0";"Alerion Aviation"
"367";"Gulfstream G-IV";"N388CA";"Heavy";"KFRG";"13.0";"1991.0";"Alerion Aviation"
"368";"Gulfstream G-IVSP";"N624GJ";"Heavy";"KILG";"12.0";"1995.0";"Alerion Aviation"
"369";"Hawker 800XP";"N555NE";"Medium";"KPBI";"8.0";"2004.0";"Alerion Aviation"
"370";"Hawker 800XPi";"N569HA";"Medium";"KPBI";"6.0";"2006.0";"Alerion Aviation"
"371";"Hawker 900XP";"N900XP";"Medium";"KPBI";"8.0";"2008.0";"Alerion Aviation"
"372";"Legacy 600";"N515JM";"Heavy";"KFRG";"13.0";"2006.0";"Alerion Aviation"
"373";"Legacy 600";"N728PH";"Heavy";"KFRG";"13.0";"2006.0";"Alerion Aviation"
"374";"Falcon 20F-5";"CN-TNM";"Medium";"GMMN";"10.0";"1999.0";"ALFA AIR"
"375";"Hawker 850XP";"SU-MAN";"Medium";"HECA";"8.0";"2007.0";"Alkan Air"
"376";"King Air 350";"SU-MMN";"Turbo-prop";"HECA";"9.0";"2006.0";"Alkan Air"
"377";"Piper PA-46";"N5319K";"Turbo-prop";"KJLN";"5.0";"2001.0";"Alpha Air Center, LLC"
"378";"Hawker 400XP";"OK-BMM";"Light";"LKPR";"8.0";"2003.0";"Alpha Aviation s.r.o."
"379";"HondaJet";"LV-HWA";"Light";"SADF";"5.0";"2018.0";"ALPHACENTAURI SOCIEDAD ANONIMA"
"380";"AVIATOR TP600";"F-HSKJ";"Turbo-prop";"LFLJ";"6.0";"2017.0";"LPINE AIRLINES"
"381";"Vulcanair P68 TC Observer";"F-HSKI";"Turbo-prop";"LFLJ";"4.0";"2015.0";"LPINE AIRLINES"
"382";"Piper PA-34 Seneca";"N7684C";"Turbo-prop";"KEGE";"3.0";"1976.0";"Alpine Flight"
"383";"Gulfstream G-280";"OE-HWM";"Medium";"LSZB";"9.0";"2017.0";"Alpine Sky Jets Ltd."
"384";"Legacy 650";"ES-FOX";"Heavy";"EVRA";"13.0";"2014.0";"Amber Jet Group"
"385";"Piaggio Avanti EVO";"ES-PAL";"Light";"EVRA";"6.0";"2016.0";"Amber Jet Group"
"386";"Gulfstream G-280";"SP-MBW";"Medium";"EPMO";"10.0";"2013.0";"AMC Aviation"
"387";"Gulfstream G-280";"SP-NVM";"Medium";"EPKT";"9.0";"2016.0";"AMC Aviation"
"388";"King Air 90GTx";"SP-MHK";"Turbo-prop";"EPWR";"6.0";"2011.0";"AMC Aviation"
"389";"Learjet 60XR";"SP-CEZ";"Medium";"EPWA";"8.0";"2008.0";"AMC Aviation"
"390";"Learjet 60XR";"SP-DOM";"Medium";"EPMO";"7.0";"2008.0";"AMC Aviation"
"391";"Legacy 600";"SP-DLB";"Heavy";"EPKT";"13.0";"2009.0";"AMC Aviation"
"392";"Citation Excel";"N126LW";"Light";"KDAL";"7.0";"2001.0";"
American Jet International Corporation"
"393";"Citation Excel";"N469MR";"Light";"KDAL";"8.0";"2000.0";"American Jet International Corporation"
"394";"Citation Mustang";"N510CJ";"Light";"KHOU";"4.0";"2009.0";"American Jet International Corporation"
"395";"Citation SII";"N750JM";"Light";"KHOU";"7.0";"1985.0";"American Jet International Corporation"
"396";"DiamondJet MU-300";"N400UF";"Light";"KDAL";"6.0";"1982.0";"American Jet International Corporation"
"397";"Hawker 800A";"N777VW";"Medium";"KHOU";"8.0";"1990.0";"American Jet International Corporation"
"398";"Hawker 800A";"N956RA";"Medium";"KHOU";"8.0";"1989.0";"American Jet International Corporation"
"399";"King Air 350i";"N825BL";"Turbo-prop";"KDAL";"8.0";"2012.0";"American Jet International Corporation"
"400";"Learjet 55";"N551MF";"Medium";"KHOU";"7.0";"1981.0";"American Jet International Corporation"
"401";"Learjet 60XR";"N325ER";"Medium";"KHOU";"8.0";"2008.0";"American Jet International Corporation"
"402";"Learjet 60XR";"N360SN";"Medium";"KHOU";"7.0";"2008.0";"American Jet International Corporation"
"403";"Learjet 60XR";"N699TL";"Medium";"KHOU";"8.0";"2007.0";"American Jet International Corporation"
"404";"Pilatus PC-12/47E (NG)";"N242SG";"Turbo-prop";"KHOU";"8.0";"2009.0";"American Jet International Corporation"
"405";"Legacy 600";"5N-BTX";"Heavy";"DNMM";"13.0";"2008.0";"Anap Jets"
"406";"Phenom 300";"5N-BVG";"Light";"DNMM";"6.0";"2015.0";"Anap Jets"
"407";"Citation Sovereign";"C-GDCP";"Medium";"CYVR";"8.0";"2007.0";"Anderson Air, Ltd."
"408";"Citation Sovereign";"C-GTOG";"Medium";"CYVR";"8.0";"2007.0";"Anderson Air, Ltd."
"409";"Falcon 2000LX";"C-GRTA";"Heavy";"CYVR";"10.0";"2008.0";"Anderson Air, Ltd."
"410";"Hawker 850XP";"TC-SHE";"Medium";"LTBA";"8.0";"2007.0";"ANT Aircraft Services Inc"
"411";"Citation Latitude";"B-10VG";"Medium";"ZSSS";"8.0";"2018.0";"APERTUS Aviation"
"412";"Gulfstream G-200";"B-8086";"Medium";"ZBAA";"9.0";"2000.0";"APERTUS Aviation"
"413";"Falcon 10";"N111WH";"Light";"KHUM";"8.0";"1983.0";"Apex Aero"
"414";"Falcon 10";"N6FJ";"Light";"KHUM";"8.0";"1977.0";"Apex Aero"
"415";"King Air 200";"N411BL";"Turbo-prop";"KHUM";"8.0";"1979.0";"Apex Aero"
"416";"King Air C90";"N790A";"Turbo-prop";"KHUM";"6.0";"1982.0";"Apex Aero"
"417";"PA-34-220T-III";"N25460";"Turbo-prop";"KHUM";"8.0";"1985.0";"Apex Aero"
"418";"Challenger 604";"TC-ASL";"Heavy";"LTBA";"9.0";"2004.0";"Apron Aviation"
"419";"Citation VII";"TC-LAA";"Light";"LTAC";"8.0";"1993.0";"Apron Aviation"
"420";"Hawker 800XP";"JY-AWD";"Medium";"OJAM";"8.0";"2002.0";"Arab Wings"
"421";"Legacy 600";"JY-CII";"Heavy";"OJAM";"13.0";"2011.0";"Arab Wings"
"422";"Phenom 100E";"D-IAAB";"Light";"LIML";"4.0";"2010.0";"Arcus Executive Aviation"
"423";"Phenom 100E";"D-IAAD";"Light";"LSGG";"4.0";"2010.0";"Arcus Executive Aviation"
"424";"Phenom 100E";"D-IAAR";"Light";"LSZH";"4.0";"2010.0";"Arcus Executive Aviation"
"425";"Phenom 100E";"D-IAAS";"Light";"EHAM";"4.0";"2010.0";"Arcus Executive Aviation"
"426";"Phenom 100E";"D-IAAT";"Light";"EGGW";"4.0";"2010.0";"Arcus Executive Aviation"
"427";"Phenom 100E";"D-IAAW";"Light";"LFMN";"4.0";"2011.0";"Arcus Executive Aviation"
"428";"Phenom 100E";"D-IAAY";"Light";"LFPB";"4.0";"2011.0";"Arcus Executive Aviation"
"429";"Challenger 300";"G-XATV";"Medium";"EGKB";"8.0";"2005.0";"Arena Jet"
"430";"Legacy 600";"G-XPTV";"Heavy";"EGKB";"13.0";"2009.0";"Arena Jet"
"431";"Citation M2";"LV-GQT";"Light";"SADF";"6.0";"2016.0";"Argentina Jets"
"432";"Learjet 60";"LV-FDQ";"Medium";"SADF";"7.0";"1996.0";"Argentina Jets"
"433";"Challenger 300";"TC-ARB";"Medium";"LTBJ";"8.0";"2007.0";"Arkasair"
"434";"Learjet 35A";"N292ME";"Light";"KAPA";"7.0";"1980.0";"ASI Charter Inc"
"435";"Learjet 35A";"N90J";"Light";"KAPA";"7.0";"1982.0";"ASI Charter Inc"
"436";"Challenger 605";"B3077";"Heavy";"ZSSS";"12.0";"2010.0";"Asia Charter Services Limited"
"437";"Global 5000";"9M-TAN";"Heavy";"WMSA";"14.0";"2010.0";"Asia Jet"
"438";"Challenger 850";"B-3249";"Heavy";"ZSPD";"24.0";"2007.0";"Asia Pacific Aviation Co Ltd"
"439";"Falcon 2000LX";"B-MAZ";"Heavy";"VHHH";"10.0";"2010.0";"Asia Pacific Aviation Co Ltd"
"440";"Gulfstream G-150";"RP-C8150";"Medium";"RPLL";"8.0";"2016.0";"Asian Aerospace Corporation"
"441";"Citation CJ";"OO-CEJ";"Light";"EBCI";"5.0";"1997.0";"ASL"
"442";"Citation CJ";"OO-EUR";"Light";"EHRD";"5.0";"1995.0";"ASL"
"443";"Citation CJ";"OO-IDE";"Light";"EBKT";"5.0";"1993.0";"ASL"
"444";"Citation CJ1+";"OO-CCJ";"Light";"EBBR";"5.0";"2008.0";"ASL"
"445";"Citation CJ2+";"OO-ACC";"Light";"EBKT";"6.0";"2008.0";"ASL"
"446";"Citation Mustang";"OO-ACO";"Light";"EBBR";"4.0";"2009.0";"ASL"
"447";"Citation Mustang";"OO-PRM";"Light";"EBAW";"4.0";"2008.0";"ASL"
"448";"Citation Mustang";"PH-TXA";"Light";"EHAM";"4.0";"2008.0";"ASL"
"449";"Citation Sovereign";"OO-GLM";"Medium";"EBAW";"9.0";"2006.0";"ASL"
"450";"Citation Sovereign";"PH-CJM";"Medium";"EHEH";"9.0";"2009.0";"ASL"
"451";"Citation X";"OO-PKX";"Medium";"EHEH";"9.0";"2012.0";"ASL"
"452";"Citation XLS+";"OO-VMF";"Light";"EBBR";"9.0";"2015.0";"ASL"
"453";"Citation XLS+";"PH-BBJ";"Light";"EBAW";"9.0";"2018.0";"ASL"
"454";"Embraer ERJ 135";"PH-DWS";"Heavy";"EBLG";"30.0";"2000.0";"ASL"
"455";"Embraer ERJ 145";"PH-DWA";"Heavy";"Airliner";"42.0";"2010.0";"ASL"
"456";"Falcon 2000EX";"PH-VBG";"Heavy";"EHRD";"10.0";"2003.0";"ASL"
"457";"Falcon 2000LXS";"PH-PKF";"Heavy";"EBAW";"10.0";"2015.0";"ASL"
"458";"Legacy 450";"OO-NEY";"Medium";"EBBR";"8.0";"2016.0";"ASL"
"459";"Piaggio Avanti";"PH-TCN";"Light";"EHRD";"6.0";"2004.0";"ASL"
"460";"Sikorsky S-76 C+";"N181J";"Helicopter twin engine";"KPVD";"6.0";"2001.0";"Associated Aircraft Group, Inc."
"461";"Sikorsky S-76 C+";"N926CF";"Helicopter twin engine";"KTTN";"6.0";"2004.0";"Associated Aircraft Group, Inc."
"462";"Sikorsky S-76 C+";"N7601S";"Helicopter twin engine";"KBDR";"7.0";"2005.0";"Associated Aircraft Group, Inc."
"463";"Sikorsky S-76 C+";"N7679S";"Helicopter twin engine";"KTEB";"8.0";"2000.0";"Associated Aircraft Group, Inc."
"464";"Sikorsky S-76 C+";"N85PS";"Helicopter twin engine";"KPOU";"7.0";"1998.0";"Associated Aircraft Group, Inc."
"465";"Sikorsky S-76 C++";"N7660S";"Helicopter twin engine";"KBDR";"8.0";"2007.0";"Associated Aircraft Group, Inc."
"466";"Sikorsky S-76 C++";"N7667S";"Helicopter twin engine";"KTEB";"7.0";"2007.0";"Associated Aircraft Group, Inc."
"467";"Sikorsky S-76B";"N661AT";"Helicopter twin engine";"KPOU";"7.0";"1996.0";"Associated Aircraft Group, Inc."
"468";"Sikorsky S-76D";"N553XB";"Helicopter twin engine";"KBDR";"8.0";"2013.0";"Associated Aircraft Group, Inc."
"469";"Beechjet 400A";"F-TURBO";"Light";"LFPB";"8.0";"2018.0";"ASTONJET"
"470";"Citation Latitude";"F-HATV";"Medium";"LFPB";"7.0";"2018.0";"ASTONJET"
"471";"Citation Latitude";"F-HSFJ";"Medium";"LFPB";"8.0";"2017.0";"ASTONJET"
"472";"Citation M2";"F-HBTV";"Light";"LFPB";"6.0";"2016.0";"ASTONJET"
"473";"Citation Mustang";"F-GMTJ";"Light";"LFPB";"4.0";"2009.0";"ASTONJET"
"474";"Citation Mustang";"F-HASJ";"Light";"LFPB";"4.0";"2008.0";"ASTONJET"
"475";"Citation Mustang";"F-HEND";"Light";"LFPB";"4.0";"2009.0";"ASTONJET"
"476";"Citation Mustang";"F-HGIO";"Light";"ELLX";"4.0";"2007.0";"ASTONJET"
"477";"Citation Mustang";"F-HIBF";"Light";"LFPB";"4.0";"2009.0";"ASTONJET"
"478";"Citation Mustang";"F-JET";"Light";"LFPB";"4.0";"2018.0";"ASTONJET"
"479";"Learjet 35A";"N882SC";"Light";"KELP";"8.0";"1984.0";"ATI Jet Executive Charter"
"480";"Learjet 55";"N277AL";"Medium";"KELP";"7.0";"1984.0";"ATI Jet Executive Charter"
"481";"Learjet 55";"N54NW";"Medium";"KELP";"8.0";"1982.0";"ATI Jet Executive Charter"
"482";"Learjet 55";"N61SJ";"Medium";"KELP";"8.0";"1983.0";"ATI Jet Executive Charter"
"483";"Learjet 55";"N824MG";"Medium";"KELP";"8.0";"1984.0";"ATI Jet Executive Charter"
"484";"Learjet 55";"N915RT";"Medium";"KELP";"8.0";"1982.0";"ATI Jet Executive Charter"
"485";"Learjet 60";"N50GJ";"Medium";"KELP";"8.0";"2001.0";"ATI Jet Executive Charter"
"486";"Learjet 60";"N600AJ";"Medium";"KELP";"8.0";"2001.0";"ATI Jet Executive Charter"
"487";"Learjet 60";"N812RP";"Medium";"KELP";"8.0";"2001.0";"ATI Jet Executive Charter"
"488";"Learjet 60";"N924PS";"Medium";"KELP";"8.0";"1995.0";"ATI Jet Executive Charter"
"489";"King Air 200";"N143DE";"turbo";"KRYY";"8.0";"1980.0";"Atlanta Air Charter, Inc."
"490";"King Air 200";"N332CA";"Turbo-prop";"KRYY";"8.0";"1980.0";"Atlanta Air Charter, Inc."
"491";"King Air 200";"N383JP";"Turbo-prop";"KRYY";"8.0";"1980.0";"Atlanta Air Charter, Inc."
"492";"King Air 200";"N700NA";"Turbo-prop";"KRYY";"7.0";"1994.0";"Atlanta Air Charter, Inc."
"493";"King Air A100";"N230FL";"Turbo-prop";"KFXE";"8.0";"1976.0";"Atlantic Air Charter"
"494";"King Air A100";"N91RK";"Turbo-prop";"KFXE";"8.0";"1976.0";"Atlantic Air Charter"
"495";"King Air E90";"N515BC";"Turbo-prop";"KFXE";"5.0";"1975.0";"Atlantic Air Charter"
"496";"Citation CJ1";"D-IHVQ";"Light";"LEBL";"5.0";"2001.0";"Atlantic Air Solutions"
"497";"Citation CJ1";"D-IRSB";"Light";"LEZL";"5.0";"2001.0";"Atlantic Air Solutions"
"498";"Citation CJ1+";"D-IJLJ";"Light";"LEMD";"5.0";"2007.0";"Atlantic Air Solutions"
"499";"Citation M2";"D-IOVA";"Light";"LEMD";"5.0";"2018.0";"Atlantic Air Solutions"
"500";"Citation CJ2";"D-INOB";"Light";"EDDW";"6.0";"2004.0";"Atlas Air Service"
"501";"Citation CJ3+";"D-CUGF";"Light";"EDDS";"6.0";"2015.0";"Atlas Air Service"
"502";"Citation XLS";"D-CCVD";"Light";"EDDW";"8.0";"2008.0";"Atlas Air Service"
"503";"Legacy 450";"D-BFIL";"Medium";"EDDW";"9.0";"2016.0";"Atlas Air Service"
"504";"Phenom 300";"D-CHLR";"Light";"EDDW";"6.0";"2011.0";"Atlas Air Service"
"505";"King Air 90";"N329GS";"Turbo-prop";"KDNL";"6.0";"1992.0";"Augusta Aviation, Inc."
"506";"King Air C90";"N377P";"Turbo-prop";"KDNL";"6.0";"1984.0";"Augusta Aviation, Inc."
"507";"King Air C90";"N891AA";"Turbo-prop";"KDNL";"6.0";"1989.0";"Augusta Aviation, Inc."
"508";"Challenger 604";"VH-SCR";"Heavy";"YPPH";"10.0";"2003.0";"Australian Corporate Jet Centres PTY, LTD"
"509";"Citation I/SP";"VH-FCS";"Light";"YMMB";"5.0";"1979.0";"Australian Corporate Jet Centres PTY, LTD"
"510";"Citation Ultra";"VH-WFE";"Light";"YMEN";"7.0";"1995.0";"Australian Corporate Jet Centres PTY, LTD"
"511";"Global Express";"VH-OFX";"Heavy";"YMEN";"13.0";"2001.0";"Australian Corporate Jet Centres PTY, LTD"
"512";"Hawker 800XP";"VH-OFJ";"Medium";"YMEN";"8.0";"2005.0";"Australian Corporate Jet Centres PTY, LTD"
"513";"Hawker 850XP";"VH-BMW";"Medium";"YMML";"9.0";"2008.0";"Australian Corporate Jet Centres PTY, LTD"
"514";"King Air 200";"VH-ITH";"Turbo-prop";"YMEN";"9.0";"1978.0";"Australian Corporate Jet Centres PTY, LTD"
"515";"Challenger 350";"OE-HAA";"Medium";"LCLK";"8.0";"2018.0";"AVAG AIR"
"516";"TBM 700";"N157JB";"Turbo-prop";"KTME";"5.0";"1991.0";"Avalair Aircraft Management LLC"
